,date,map,o_player1,o_player1_agent,o_player2,o_player2_agent,o_player3,o_player3_agent,o_player4,o_player4_agent,o_player5,o_player5_agent,o_team,player1,player1_agent,player2,player2_agent,player3,player3_agent,player4,player4_agent,player5,player5_agent,result,team
128,30-01-21,Bind,exy,jett,GODLIKE,breach,eKo,brimstone,TS,sova,Efina,cypher,TNL,Zeus,reyna,WIX,sova,Jeong Hi,jett,Sound,brimstone,PupLe,breach,Win,APEX
129,30-01-21,Ascent,exy,jett,Efina,cypher,eKo,omen,GODLIKE,breach,TS,sova,TNL,Jeong Hi,jett,WIX,sova,Zeus,reyna,Sound,omen,PupLe,breach,Lose,APEX
130,30-01-21,Ascent,Bisu,brimstone,Galaxy,breach,UdoTan,jett,Alex,raze,972,sova,NOX,MaKo,jett,Persia,reyna,H1yaA,sova,risk,omen,godko,cypher,Win,TBP
131,30-01-21,Haven,UdoTan,jett,972,sova,Alex,raze,Galaxy,breach,Bisu,brimstone,NOX,MaKo,jett,risk,omen,godko,cypher,H1yaA,sova,Persia,reyna,Win,TBP
132,30-01-21,Haven,Jiho,brimstone,Cloud,jett,TaeMin,breach,SwoL,skye,SloT,raze,RYU,flever,jett,EscTasy,reyna,GamKa,cypher,Gumi,omen,Hittori,sova,Win,HLT
133,30-01-21,Ascent,SloT,raze,SwoL,skye,TaeMin,brimstone,Jiho,reyna,Cloud,jett,RYU,GamKa,cypher,flever,jett,EscTasy,breach,Hittori,sova,Gumi,omen,Win,HLT
134,30-01-21,Ascent,Kkang,reyna,ChocoPig,omen,BrightBlue,killjoy,Neal X,jett,Dubu,breach,KE,zunba,phoenix,GodDead,jett,C1nder,cypher,INPA,sova,Jinx,brimstone,Win,HAM
135,30-01-21,Split,Dubu,jett,BrightBlue,breach,Neal X,raze,Kkang,reyna,ChocoPig,brimstone,KE,Jinx,yoru,zunba,raze,GodDead,jett,INPA,omen,C1nder,cypher,Lose,HAM
136,30-01-21,Bind,Kkang,reyna,Dubu,viper,BrightBlue,breach,ChocoPig,omen,Neal X,skye,KE,zunba,raze,Jinx,brimstone,GodDead,jett,INPA,sova,C1nder,cypher,Win,HAM
137,30-01-21,Bind,BENECIA,raze,HwaruhK,brimstone,McDonalds,sova,Hydrangae,breach,Kant,jett,FTL,fleta,jett,Ploy,breach,BalenciA,raze,SmooDy,sova,Sodert,brimstone,Lose,FEEL
138,30-01-21,Icebox,BENECIA,jett,HwaruhK,brimstone,McDonalds,killjoy,Hydrangae,sova,Kant,sage,FTL,fleta,jett,SmooDy,viper,BalenciA,sova,Ploy,killjoy,Sodert,skye,Lose,FEEL
139,30-01-21,Ascent,Uru,jett,JW,reyna,Gunny,killjoy,AcMe,brimstone,DiraZ,sova,PY,Hate,reyna,Secret,omen,t3xture,jett,Eugene,sova,RyZzi,sage,Win,DWG
140,30-01-21,Bind,JW,raze,Gunny,cypher,AcMe,brimstone,Uru,jett,DiraZ,sova,PY,Eugene,sova,t3xture,jett,Hate,cypher,RyZzi,omen,Secret,breach,Win,DWG
141,30-01-21,Bind,Suggest,raze,peri,omen,allow,jett,Lakia,sova,solo,breach,NU,k1Ng,killjoy,Rb,raze,stax,breach,Zest,sage,glow,brimstone,Lose,VS
142,30-01-21,Split,allow,jett,Lakia,raze,peri,omen,Suggest,sage,solo,breach,NU,Rb,raze,glow,omen,stax,breach,k1Ng,killjoy,Zest,sage,Win,VS
143,30-01-21,Ascent,peri,brimstone,allow,jett,solo,killjoy,Lakia,sova,Suggest,breach,NU,Rb,jett,stax,breach,Zest,sova,k1Ng,cypher,glow,omen,Win,VS
144,30-01-21,Icebox,KFO,reyna,Glory,jett,WOW,sova,Sketch,brimstone,Velocity,sage,GSR,Rella,sova,ChangG1XD,reyna,Kkueong,jett,Dec1de,omen,여 누,sage,Win,IDP
145,30-01-21,Ascent,KFO,reyna,Glory,raze,Velocity,jett,WOW,sova,Sketch,omen,GSR,Kkueong,jett,ChangG1XD,cypher,여 누,breach,Rella,sova,Dec1de,omen,Win,IDP
146,30-01-21,Split,Rohan,phoenix,pr0xy,omen,DDcream,killjoy,Develop,jett,NakTa,raze,LFT,Agnes,cypher,k1sa,raze,Wonderwalker,breach,Moves,sage,Hyperreal99,omen,Win,GHS
147,30-01-21,Haven,NakTa,jett,DDcream,sova,Develop,omen,Rohan,reyna,pr0xy,cypher,LFT,k1sa,jett,Hyperreal99,omen,Wonderwalker,breach,Agnes,cypher,Moves,sova,Win,GHS
148,30-01-21,Split,ParkJJong,breach,NakJi,jett,rolex,omen,huby,sage,climax,cypher,LFS,Lawrence,jett,Halbae,killjoy,JoXJo,raze,kobra,reyna,Slash,omen,Win,SP
149,30-01-21,Haven,climax,raze,rolex,omen,ParkJJong,phoenix,huby,sova,NakJi,jett,LFS,JoXJo,breach,kobra,jett,Lawrence,sova,Slash,omen,Halbae,cypher,Win,SP
150,30-01-21,Split,Maru,reyna,hyoo,jett,Wavy,breach,Alle,brimstone,Hotor,sage,BDG,HANN,jett,Xpp,phoenix,Has1ra14,raze,JinboongE,omen,iRdy,breach,Win,WGS
151,30-01-21,Haven,Wavy,raze,hyoo,sage,Maru,phoenix,Hotor,killjoy,Alle,brimstone,BDG,Has1ra14,raze,HANN,jett,iRdy,sova,Xpp,phoenix,JinboongE,omen,Win,WGS
152,30-01-21,Haven,SamMa,jett,Fantasy,omen,kyk,breach,Felix,cypher,Bangnan,sova,LH,Surprise,omen,Richard,sova,M1RAGG1,jett,AngryGuy,breach,BayMax,sage,Lose,GCA
153,30-01-21,Bind,SamMa,phoenix,Fantasy,omen,Bangnan,raze,kyk,sova,Felix,cypher,LH,M1RAGG1,jett,Surprise,brimstone,BayMax,sage,AngryGuy,breach,Richard,sova,Lose,GCA
154,30-01-21,Ascent,Podz,jett,Sunny,sova,Supply,killjoy,BeomJin,omen,REV1,breach,GMG,LuZ,sova,Sunday,jett,Sylvan,omen,9room,cypher,Try,breach,Win,ZFG
155,30-01-21,Split,Podz,jett,BeomJin,omen,REV1,breach,Supply,killjoy,Sunny,sage,GMG,LuZ,killjoy,Sunday,raze,Sylvan,brimstone,Try,viper,9room,breach,Win,ZFG
156,30-01-21,Ascent,Baleia,reyna,RingRing,cypher,Eliza,omen,Hound,jett,ACCEL,breach,SPG,BeYN,jett,Manggong,reyna,Guna,sova,Marb1e,omen,Cleverly,cypher,Lose,SAV
157,30-01-21,Split,RingRing,omen,Hound,phoenix,ACCEL,breach,Eliza,killjoy,Baleia,jett,SPG,Guna,omen,BeYN,jett,Manggong,raze,Marb1e,breach,Cleverly,killjoy,Win,SAV
158,30-01-21,Haven,Hound,jett,Baleia,reyna,RingRing,cypher,ACCEL,breach,Eliza,omen,SPG,Guna,sova,BeYN,jett,Marb1e,omen,Manggong,raze,Cleverly,cypher,Win,SAV
159,30-01-21,Bind,BalenciA,raze,fleta,jett,Sodert,brimstone,SmooDy,sova,Ploy,breach,FEEL,Persia,phoenix,MaKo,jett,H1yaA,sova,risk,brimstone,godko,cypher,Win,TBP
160,30-01-21,Haven,fleta,jett,SmooDy,cypher,Ploy,breach,BalenciA,sova,Sodert,brimstone,FEEL,risk,omen,MaKo,jett,H1yaA,sova,godko,cypher,Persia,reyna,Win,TBP
161,30-01-21,Ascent,Jinppak,omen,Assassin,jett,INTER,sova,DeokGwang,reyna,ELSE,breach,EPA,BuZz,jett,10X,sova,iNTRO,omen,GANA,breach,Harry,killjoy,Win,BCG
162,30-01-21,Bind,Assassin,sova,INTER,raze,Jinppak,brimstone,DeokGwang,reyna,ELSE,breach,EPA,iNTRO,phoenix,BuZz,jett,GANA,brimstone,Harry,cypher,10X,sova,Win,BCG
163,30-01-21,Haven,972,breach,UdoTan,jett,Alex,omen,Bisu,killjoy,Galaxy,sova,NOX,McDonalds,cypher,BENECIA,phoenix,Kant,jett,Hydrangae,sova,HwaruhK,brimstone,Win,FTL
164,30-01-21,Ascent,Alex,omen,UdoTan,jett,972,breach,Bisu,killjoy,Galaxy,sova,NOX,Kant,jett,BENECIA,cypher,HwaruhK,brimstone,McDonalds,sova,Hydrangae,breach,Win,FTL
165,30-01-21,Ascent,Hate,reyna,Secret,omen,t3xture,jett,Eugene,sova,RyZzi,sage,DWG,Gumi,omen,flever,jett,Hittori,sova,GamKa,cypher,EscTasy,breach,Lose,HLT
166,30-01-21,Haven,RyZzi,omen,t3xture,jett,Secret,sova,Eugene,breach,Hate,killjoy,DWG,EscTasy,reyna,flever,jett,GamKa,cypher,Gumi,omen,Hittori,sova,Lose,HLT
167,30-01-21,Ascent,ChocoPig,omen,BrightBlue,killjoy,Neal X,reyna,Kkang,jett,Dubu,breach,KE,exy,jett,eKo,omen,TS,sova,Efina,cypher,GODLIKE,breach,Win,TNL
168,30-01-21,Bind,Neal X,reyna,Dubu,phoenix,ChocoPig,omen,BrightBlue,killjoy,Kkang,jett,KE,Efina,cypher,exy,jett,GODLIKE,breach,eKo,brimstone,TS,sova,Win,TNL
169,30-01-21,Split,Jeong Hi,jett,PupLe,breach,Zeus,sage,WIX,raze,Sound,omen,APEX,zunba,raze,C1nder,cypher,Jinx,brimstone,GodDead,jett,INPA,breach,Win,HAM
170,30-01-21,Ascent,Zeus,reyna,Jeong Hi,jett,Sound,omen,WIX,sova,PupLe,breach,APEX,zunba,phoenix,GodDead,jett,C1nder,cypher,Jinx,brimstone,INPA,sova,Win,HAM
171,30-01-21,Bind,SloT,raze,TaeMin,brimstone,Cloud,jett,Jiho,cypher,SwoL,skye,RYU,AcMe,brimstone,JW,raze,Uru,jett,Gunny,cypher,DiraZ,sova,Lose,PY
172,30-01-21,Haven,SwoL,skye,Jiho,cypher,SloT,raze,Cloud,jett,TaeMin,brimstone,RYU,Gunny,cypher,Uru,jett,JW,phoenix,AcMe,omen,DiraZ,sova,Win,PY
173,30-01-21,Split,Cloud,jett,SloT,raze,Jiho,cypher,TaeMin,omen,SwoL,skye,RYU,Gunny,killjoy,JW,raze,AcMe,brimstone,DiraZ,sage,Uru,jett,Win,PY
174,30-01-21,Bind,Glory,raze,WOW,sova,KFO,jett,Sketch,brimstone,Velocity,sage,GSR,Maru,reyna,hyoo,jett,Wavy,breach,Alle,brimstone,Hotor,killjoy,Win,BDG
175,30-01-21,Haven,Glory,reyna,Sketch,brimstone,Velocity,phoenix,KFO,jett,WOW,sova,GSR,Maru,phoenix,hyoo,sage,Hotor,killjoy,Alle,brimstone,Wavy,raze,Win,BDG
176,30-01-21,Ascent,HANN,jett,Has1ra14,raze,iRdy,sova,JinboongE,omen,Xpp,breach,WGS,Kkueong,jett,Rella,sova,Dec1de,omen,여 누,breach,ChangG1XD,killjoy,Lose,IDP
177,30-01-21,Haven,HANN,jett,iRdy,sova,Has1ra14,cypher,JinboongE,omen,Xpp,breach,WGS,ChangG1XD,cypher,Kkueong,jett,Rella,sova,여 누,breach,Dec1de,omen,Lose,IDP
178,30-01-21,Haven,Suggest,raze,Lakia,sova,solo,breach,allow,jett,peri,omen,NU,NakTa,jett,Rohan,phoenix,pr0xy,cypher,Develop,omen,DDcream,sova,Lose,LFT
179,30-01-21,Ascent,allow,jett,Lakia,sova,solo,killjoy,Suggest,breach,peri,brimstone,NU,NakTa,jett,DDcream,sova,pr0xy,killjoy,Develop,omen,Rohan,reyna,Lose,LFT
180,30-01-21,Split,Hound,phoenix,ACCEL,breach,Eliza,killjoy,Baleia,jett,RingRing,omen,SPG,NakJi,jett,climax,cypher,huby,sage,ParkJJong,breach,rolex,omen,Win,LFS
181,30-01-21,Haven,Hound,jett,ACCEL,breach,Eliza,omen,Baleia,reyna,RingRing,cypher,SPG,climax,raze,huby,sova,rolex,omen,NakJi,jett,ParkJJong,phoenix,Win,LFS
182,30-01-21,Haven,kobra,jett,Halbae,killjoy,Lawrence,sova,Slash,omen,JoXJo,breach,SP,BeYN,jett,Guna,sova,Cleverly,cypher,Manggong,raze,Marb1e,omen,Win,SAV
183,30-01-21,Ascent,Lawrence,sova,kobra,jett,JoXJo,breach,Halbae,killjoy,Slash,omen,SP,Manggong,reyna,BeYN,jett,Marb1e,omen,Guna,sova,Cleverly,cypher,Lose,SAV
184,30-01-21,Bind,Slash,omen,Lawrence,sova,JoXJo,breach,kobra,jett,Halbae,cypher,SP,Guna,sova,BeYN,jett,Marb1e,omen,Manggong,raze,Cleverly,cypher,Lose,SAV
185,30-01-21,Ascent,Supply,killjoy,Sunny,sova,Podz,jett,REV1,breach,BeomJin,omen,GMG,Rain,phoenix,UNI,sova,LoNNie,jett,LoveMachine,killjoy,seokjj,omen,Lose,TEAM
186,30-01-21,Haven,REV1,breach,Podz,jett,Supply,killjoy,BeomJin,omen,Sunny,sova,GMG,LoNNie,jett,Rain,phoenix,LoveMachine,cypher,UNI,breach,seokjj,brimstone,Lose,TEAM
187,30-01-21,Split,k1sa,raze,Moves,sage,Agnes,cypher,Hyperreal99,omen,Wonderwalker,breach,GHS,Zest,sage,glow,omen,Rb,raze,stax,breach,k1Ng,killjoy,Win,VS
188,30-01-21,Icebox,Agnes,jett,Moves,sova,Wonderwalker,cypher,k1sa,viper,Hyperreal99,omen,GHS,k1Ng,killjoy,Rb,raze,Zest,sova,glow,omen,stax,sage,Win,VS
189,30-01-21,Split,Jeong Hi,jett,Zeus,sage,PupLe,breach,Sound,omen,WIX,raze,APEX,Neal X,reyna,Dubu,viper,Kkang,jett,ChocoPig,omen,BrightBlue,killjoy,Lose,KE
190,30-01-21,Bind,Zeus,reyna,Jeong Hi,jett,WIX,sova,PupLe,breach,Sound,brimstone,APEX,Neal X,reyna,BrightBlue,killjoy,Dubu,raze,Kkang,jett,ChocoPig,omen,Lose,KE
191,30-01-21,Icebox,SmooDy,viper,fleta,jett,Sodert,skye,BalenciA,sova,Ploy,killjoy,FEEL,Bisu,killjoy,Alex,omen,Galaxy,sova,UdoTan,jett,972,breach,Win,NOX
192,30-01-21,Haven,SmooDy,cypher,Ploy,breach,fleta,jett,Sodert,brimstone,BalenciA,sova,FEEL,972,breach,Galaxy,sova,Bisu,killjoy,UdoTan,jett,Alex,omen,Win,NOX
193,30-01-21,Ascent,Jinppak,omen,Assassin,jett,INTER,sova,ELSE,breach,DeokGwang,sage,EPA,Bangnan,reyna,SamMa,jett,Fantasy,omen,Felix,cypher,kyk,sova,Win,LH
194,30-01-21,Haven,Assassin,jett,Jinppak,omen,ELSE,breach,INTER,sova,DeokGwang,sage,EPA,Fantasy,omen,SamMa,jett,Bangnan,sova,Felix,cypher,kyk,breach,Win,LH
195,30-01-21,Ascent,Efina,cypher,exy,jett,GODLIKE,breach,TS,sova,eKo,omen,TNL,GodDead,jett,C1nder,cypher,Jinx,brimstone,zunba,phoenix,INPA,sova,Win,HAM
196,30-01-21,Bind,TS,sova,Efina,cypher,eKo,brimstone,GODLIKE,breach,exy,jett,TNL,zunba,raze,GodDead,jett,Jinx,brimstone,C1nder,cypher,INPA,sova,Win,HAM
197,30-01-21,Bind,BENECIA,raze,Kant,jett,McDonalds,sova,HwaruhK,brimstone,Hydrangae,breach,FTL,MaKo,jett,Persia,phoenix,risk,brimstone,godko,cypher,H1yaA,sova,Win,TBP
198,30-01-21,Ascent,BENECIA,cypher,Hydrangae,breach,Kant,jett,HwaruhK,brimstone,McDonalds,sova,FTL,H1yaA,sova,Persia,reyna,godko,cypher,risk,omen,MaKo,jett,Win,TBP
199,30-01-21,Haven,Richard,sova,M1RAGG1,jett,AngryGuy,breach,Surprise,omen,BayMax,sage,GCA,BuZz,jett,iNTRO,phoenix,GANA,omen,10X,sova,Harry,killjoy,Win,BCG
200,30-01-21,Bind,Surprise,brimstone,Richard,sova,BayMax,sage,M1RAGG1,jett,AngryGuy,breach,GCA,GANA,brimstone,BuZz,jett,iNTRO,phoenix,Harry,cypher,10X,sova,Win,BCG
201,30-01-21,Haven,Eugene,breach,t3xture,jett,Secret,sova,RyZzi,omen,Hate,killjoy,DWG,SloT,raze,Cloud,jett,TaeMin,brimstone,SwoL,skye,Jiho,cypher,Lose,RYU
202,30-01-21,Bind,t3xture,jett,RyZzi,omen,Hate,cypher,Eugene,sova,Secret,breach,DWG,Cloud,jett,SwoL,skye,SloT,raze,TaeMin,brimstone,Jiho,reyna,Lose,RYU
203,05-02-21,Ascent,AiShou,jett,Deryeon,sage,Legend,breach,skye,omen,ZenS,sova,XIAO,Kairo,reyna,pzkid,sova,Liquid,killjoy,MSRw0w,jett,niqow0w,omen,Lose,EXT
204,05-02-21,Bind,Salvestro,jett,Jinggg,raze,Freyr,killjoy,Spyko,omen,artn,sova,RR,Legend,breach,Deryeon,sage,skye,brimstone,AiShou,jett,ZenS,sova,Lose,XIAO
205,05-02-21,Ascent,Jinggg,raze,Freyr,killjoy,Salvestro,jett,artn,sova,Spyko,omen,RR,ZenS,sova,AiShou,jett,Deryeon,phoenix,skye,omen,Legend,breach,Lose,XIAO
206,30-01-21,Haven,Uru,jett,JW,phoenix,AcMe,omen,DiraZ,sova,Gunny,cypher,PY,GamKa,cypher,EscTasy,reyna,flever,jett,Hittori,sova,Gumi,omen,Lose,HLT
207,30-01-21,Split,JW,raze,Gunny,killjoy,AcMe,brimstone,Uru,jett,DiraZ,sage,PY,EscTasy,breach,flever,jett,Hittori,sage,GamKa,cypher,Gumi,omen,Lose,HLT
208,05-02-21,Ascent,nomfu,jett,Riza,sova,zeeq,killjoy,Justa,omen,1van,raze,KGM,FrostyZ,jett,Teng,sova,DarknessGod,killjoy,Orange Panda,reyna,SAGE,omen,Win,LFO
209,05-02-21,Bind,Riza,sova,Justa,brimstone,nomfu,reyna,zeeq,killjoy,1van,raze,KGM,SAGE,cypher,Pecal,sova,Teng,brimstone,Orange Panda,raze,FrostyZ,reyna,Lose,LFO
210,05-02-21,Split,nomfu,jett,zeeq,killjoy,Justa,omen,1van,raze,Riza,breach,KGM,FrostyZ,jett,Teng,omen,DarknessGod,killjoy,Orange Panda,raze,SAGE,breach,Win,LFO
211,05-02-21,Bind,joshh,raze,Haise,sova,S1Eugene,brimstone,RedKoh,reyna,bryce,cypher,LVR,LEXY,raze,ZesBeeW,sage,falfalfal,brimstone,Egoist,killjoy,JdFaker,sova,Win,SMG
212,05-02-21,Icebox,RedKoh,reyna,Haise,sova,joshh,jett,bryce,killjoy,S1Eugene,viper,LVR,Egoist,cypher,LEXY,sage,ZesBeeW,jett,falfalfal,viper,JdFaker,sova,Win,SMG
213,30-01-21,Bind,Feaorcratic,reyna,1mbrokeN,cypher,YongL,raze,silvon,brimstone,akvub,sova,EMPE,Deryeon,reyna,ZenS,sova,Legend,breach,AiShou,jett,skye,brimstone,Win,XIAO
214,30-01-21,Haven,Feaorcratic,reyna,YongL,omen,1mbrokeN,cypher,silvon,jett,akvub,sova,EMPE,AiShou,jett,Deryeon,phoenix,skye,omen,ZenS,sova,Legend,breach,Win,XIAO
215,04-02-21,Ascent,niqow0w,omen,Kairo,reyna,MSRw0w,jett,pzkid,sova,Liquid,killjoy,EXT,Click,jett,subbey,sova,bbalto0o,raze,adukaaaa,cypher,theDoctorr,omen,Win,TODAK
216,04-02-21,Split,Kairo,phoenix,niqow0w,omen,pzkid,sage,Liquid,killjoy,MSRw0w,jett,EXT,bbalto0o,raze,subbey,sova,theDoctorr,breach,adukaaaa,cypher,Click,brimstone,Win,TODAK
217,30-01-21,Bind,joshh,raze,Haise,sova,RedKoh,reyna,bryce,cypher,S1Eugene,brimstone,LVR,FirstLove,omen,Chrysania,jett,Flair,sova,RZK,raze,MiYaooo,cypher,Lose,600
218,30-01-21,Haven,Haise,sova,bryce,killjoy,RedKoh,reyna,S1Eugene,omen,joshh,phoenix,LVR,Chrysania,jett,RZK,omen,FirstLove,breach,MiYaooo,killjoy,Flair,sova,Win,600
219,30-01-21,Icebox,joshh,jett,bryce,killjoy,Haise,sova,RedKoh,reyna,S1Eugene,omen,LVR,MiYaooo,killjoy,RZK,omen,Flair,breach,FirstLove,jett,Chrysania,sage,Lose,600
220,30-01-21,Ascent,Titanium,raze,nobody,omen,SicariuS,sova,HaiSaShin,cypher,Blaize,jett,ZS,Orange Panda,reyna,DarknessGod,killjoy,Teng,sova,FrostyZ,jett,SAGE,omen,Win,LFO
221,30-01-21,Bind,Titanium,raze,nobody,omen,HaiSaShin,killjoy,Blaize,jett,SicariuS,sova,ZS,FrostyZ,reyna,Pecal,sova,Orange Panda,raze,Teng,brimstone,SAGE,cypher,Win,LFO
222,30-01-21,Ascent,Retla,reyna,benaf,jett,lenne,sova,shiba,brimstone,FANE,cypher,PRX,Jinggg,raze,artn,brimstone,Freyr,killjoy,Maskon,jett,Salvestro,sova,Win,RR
223,30-01-21,Haven,benaf,jett,Retla,reyna,FANE,cypher,lenne,sova,shiba,omen,PRX,Freyr,cypher,Maskon,jett,Jinggg,raze,Salvestro,sova,artn,omen,Lose,RR
224,30-01-21,Bind,benaf,jett,FANE,cypher,Retla,reyna,shiba,brimstone,lenne,sova,PRX,Jinggg,raze,Salvestro,sova,Maskon,reyna,Freyr,killjoy,artn,brimstone,Win,RR
225,30-01-21,Icebox,poGGerLeeHL,raze,KiWiE,sage,Riiyeeet,omen,HoKoX,sova,RXFLEX,jett,WULF,adukaaaa,jett,Click,omen,bbalto0o,sage,subbey,sova,theDoctorr,killjoy,Win,TODAK
226,30-01-21,Ascent,Riiyeeet,breach,HoKoX,sova,poGGerLeeHL,omen,KiWiE,reyna,RXFLEX,jett,WULF,subbey,sova,bbalto0o,raze,adukaaaa,cypher,Click,jett,theDoctorr,omen,Win,TODAK
227,30-01-21,Split,1van,raze,zeeq,killjoy,Riza,breach,nomfu,jett,Justa,omen,KGM,Infectious,jett,Cursed,sage,reagzY,raze,ALOY,breach,Rave,omen,Win,EXCE
228,30-01-21,Ascent,1van,raze,nomfu,jett,Riza,sova,zeeq,killjoy,Justa,omen,KGM,ALOY,sova,reagzY,phoenix,Rave,omen,Infectious,jett,Cursed,killjoy,Lose,EXCE
229,30-01-21,Haven,Riza,sova,Justa,omen,nomfu,jett,1van,raze,zeeq,cypher,KGM,reagzY,reyna,ALOY,sova,Cursed,cypher,Infectious,jett,Rave,omen,Lose,EXCE
230,30-01-21,Bind,LEXY,raze,JdFaker,sova,Egoist,killjoy,falfalfal,brimstone,ZesBeeW,sage,SMG,kael,jett,xfathan,sova,EmiRR,cypher,Nafzai,phoenix,tox1c,brimstone,Lose,HOOL
231,30-01-21,Split,Egoist,cypher,ZesBeeW,omen,LEXY,phoenix,falfalfal,viper,JdFaker,skye,SMG,Nafzai,reyna,xfathan,sage,kael,jett,EmiRR,killjoy,tox1c,brimstone,Lose,HOOL
232,29-01-21,Bind,Abilities,sova,Rushyyy,reyna,Charizard,killjoy,Holo,raze,Huzkee,omen,LVL,FirstLove,omen,Chrysania,jett,RZK,raze,MiYaooo,cypher,Flair,sova,Win,600
233,30-01-21,Haven,NAom,jett,XorF,raze,LUKACMI,sova,Yozora,killjoy,Fuiyoh,brimstone,BROS,MSRw0w,jett,pzkid,sova,niqow0w,omen,Kairo,phoenix,Liquid,killjoy,Win,EXT
234,30-01-21,Ascent,Yozora,sova,XorF,raze,LUKACMI,reyna,NAom,sage,Fuiyoh,brimstone,BROS,Kairo,reyna,pzkid,sova,MSRw0w,jett,niqow0w,omen,Liquid,killjoy,Win,EXT
235,29-01-21,Bind,akvub,sova,Feaorcratic,reyna,silvon,brimstone,YongL,raze,1mbrokeN,cypher,EMPE,GuGa,phoenix,Joweeey,omen,FocusedCorgi,reyna,FudoYusei,killjoy,DaDaDa,sova,Lose,LIKE
236,29-01-21,Haven,Astral,jett,Themanlyman18,killjoy,Kenji2k,phoenix,Aquaz,sova,Rex,brimstone,FATE,Deryeon,phoenix,Legend,breach,AiShou,jett,skye,omen,ZenS,sova,Win,XIAO
237,29-01-21,Haven,RedKoh,reyna,joshh,phoenix,Haise,sova,bryce,killjoy,S1Eugene,omen,LVR,zoom,cypher,aloy,brimstone,BANGG,jett,SPRAYBERRY,sova,kAE,reyna,Lose,SWEE
238,29-01-21,Bind,Regret,raze,Kohaibi,jett,Tay,sova,R4FF,killjoy,ryanree,brimstone,XENO,Orange Panda,raze,Teng,brimstone,FrostyZ,reyna,Pecal,sova,SAGE,cypher,Win,LFO
239,29-01-21,Bind,Retla,phoenix,lenne,sova,FANE,cypher,shiba,brimstone,benaf,jett,PRX,sticky,omen,BUTOMeister,raze,Shun,sova,DxN,jett,SmileForMe,cypher,Lose,B TA
240,29-01-21,Bind,Titanium,raze,nobody,omen,SicariuS,sova,HaiSaShin,cypher,Blaize,jett,ZS,dodonut,reyna,Envious,omen,Chloettw,killjoy,Fearantic,jett,Asuka,sova,Lose,THE
241,29-01-21,Bind,professoR,jett,fishball,raze,Miki,omen,reN,sova,jayde,cypher,SCYT,LEXY,raze,Egoist,killjoy,falfalfal,brimstone,ZesBeeW,sage,JdFaker,sova,Win,SMG
242,29-01-21,Ascent,1van,raze,nomfu,jett,Riza,sova,Justa,omen,zeeq,killjoy,KGM,CZwc,sova,Skit,reyna,Pandae,omen,artxsy,killjoy,Ragnar,jett,Lose,MSC
243,29-01-21,Bind,RushB,killjoy,Subway,raze,Transcend,sova,reveF,jett,n0mad,omen,UDG,NAom,sage,XorF,reyna,Crekis,raze,Fuiyoh,brimstone,Yozora,sova,Win,BROS
244,29-01-21,Ascent,ERRRRA,omen,jarpiX,sova,Moosey,raze,apR,jett,wisa,cypher,HZ,pzkid,sova,MSRw0w,jett,Kairo,reyna,niqow0w,omen,Liquid,killjoy,Win,EXT
245,06-02-21,Ascent,Kadoom,jett,Laz,sova,CC,breach,CAS,cypher,Raigard,omen,ARC,sScary,omen,foxz,sova,Sushiboys,killjoy,Pooh1Tap,jett,Crws,breach,Win,X10C
246,06-02-21,Bind,Kadoom,jett,Raigard,brimstone,CC,sova,Laz,breach,CAS,cypher,ARC,sScary,brimstone,foxz,sova,Pooh1Tap,jett,Sushiboys,cypher,Crws,breach,Lose,X10C
247,06-02-21,Split,Kadoom,jett,CC,raze,Laz,breach,Raigard,omen,CAS,killjoy,ARC,sScary,brimstone,Sushiboys,killjoy,Crws,breach,foxz,cypher,Pooh1Tap,raze,Win,X10C
248,06-02-21,Ascent,JohnOlsen,jett,LAMMYSNAX,sova,Zelyn,omen,ChAlalala,cypher,SuperBusS,reyna,NG.B,aLerT,jett,notxd,cypher,Chainyz,sova,b3ta,breach,kawsoy,omen,Lose,SP
249,06-02-21,Split,LAMMYSNAX,raze,JohnOlsen,jett,Zelyn,breach,SuperBusS,omen,ChAlalala,cypher,NG.B,kawsoy,omen,aLerT,jett,Chainyz,raze,b3ta,breach,notxd,cypher,Lose,SP
250,29-01-21,Bind,SimoN,raze,Mojo,cypher,Magicpants,omen,palapapapaaa,jett,Sephrous,sova,LZ,xfathan,sova,Nafzai,reyna,EmiRR,cypher,tox1c,brimstone,kael,jett,Win,HOOL
251,06-02-21,Ascent,Pxiejesus,jett,Dasward,omen,sunkissed,reyna,Kefka,killjoy,w1zard,sova,OHMY,alicpond,sova,maitee,reyna,blackkatana,jett,fluke0137,omen,diver,killjoy,Lose,ABC
252,06-02-21,Bind,Pxiejesus,jett,w1zard,sova,sunkissed,raze,Dasward,omen,Kefka,killjoy,OHMY,maitee,phoenix,alicpond,sova,diver,cypher,fluke0137,brimstone,blackkatana,raze,Lose,ABC
253,07-02-21,Ascent,ChAlalala,cypher,LAMMYSNAX,sova,JohnOlsen,jett,Zelyn,omen,SuperBusS,reyna,NG.B,kongared,jett,Acetics,sova,wannafly,killjoy,Superduper,breach,JinNy,omen,Win,FXG
254,07-02-21,Split,LAMMYSNAX,raze,JohnOlsen,jett,Zelyn,breach,SuperBusS,omen,ChAlalala,killjoy,NG.B,wannafly,cypher,kongared,jett,Acetics,raze,Superduper,breach,JinNy,omen,Lose,FXG
