,date,map,o_player1,o_player1_agent,o_player2,o_player2_agent,o_player3,o_player3_agent,o_player4,o_player4_agent,o_player5,o_player5_agent,o_team,player1,player1_agent,player2,player2_agent,player3,player3_agent,player4,player4_agent,player5,player5_agent,result,team
8965,02-04-21,Icebox,nomfu,jett,1van,sage,zeeq,cypher,Riza,sova,Justa,viper,KGM,madvillain,jett,palapapapaaa,sova,SimoN,phoenix,Mojo,omen,Sephrous,sage,Lose,LZ
8966,02-04-21,Bind,nomfu,reyna,1van,raze,Justa,brimstone,Riza,sova,zeeq,cypher,KGM,SimoN,raze,Mojo,omen,Sephrous,killjoy,palapapapaaa,sova,madvillain,jett,Lose,LZ
8967,01-04-21,Ascent,KiWiE,reyna,HoKoX,sova,RXFLEX,omen,markL,jett,Riiyeeet,killjoy,WULF,Egoist,killjoy,falfalfal,brimstone,LEXY,raze,JdFaker,sova,ZesBeeW,jett,Win,SMG
8968,01-04-21,Bind,KiWiE,reyna,RXFLEX,omen,Riiyeeet,cypher,HoKoX,sova,markL,jett,WULF,falfalfal,brimstone,LEXY,raze,JdFaker,sova,ZesBeeW,jett,Egoist,killjoy,Win,SMG
8969,27-03-21,Ascent,nomfu,jett,Riza,sova,Justa,omen,zeeq,killjoy,1van,raze,KGM,markL,jett,RXFLEX,omen,KiWiE,phoenix,HoKoX,sova,Riiyeeet,cypher,Lose,WULF
8970,27-03-21,Bind,1van,raze,nomfu,reyna,zeeq,cypher,Riza,sova,Justa,brimstone,KGM,markL,jett,KiWiE,phoenix,HoKoX,sova,Riiyeeet,omen,RXFLEX,cypher,Lose,WULF
8971,27-03-21,Split,Chrysania,raze,daynos,sage,germsg,omen,shiba,breach,RZK,killjoy,600,d4v41,jett,f0rsakeN,raze,mindfreak,omen,Benkai,cypher,Tommy,sage,Win,PRX
8972,27-03-21,Haven,daynos,jett,shiba,sova,Chrysania,raze,RZK,killjoy,germsg,omen,600,f0rsakeN,phoenix,mindfreak,omen,d4v41,jett,Benkai,cypher,Tommy,sova,Lose,PRX
8973,27-03-21,Bind,Chrysania,raze,shiba,sova,germsg,omen,RZK,killjoy,daynos,jett,600,f0rsakeN,raze,d4v41,skye,Benkai,cypher,mindfreak,omen,Tommy,sova,Win,PRX
8974,27-03-21,Haven,dodonut,reyna,nobody,sova,Titanium,jett,Blaize,omen,HaiSaShin,cypher,ZS,Jinggg,raze,Freyr,killjoy,Maskon,sova,artn,skye,Salvestro,omen,Win,OG
8975,27-03-21,Icebox,HaiSaShin,viper,Blaize,jett,dodonut,raze,Titanium,sova,nobody,sage,ZS,Jinggg,raze,Salvestro,jett,Freyr,killjoy,artn,omen,Maskon,sage,Win,OG
8976,27-03-21,Haven,madvillain,jett,SimoN,raze,Sephrous,cypher,palapapapaaa,sova,Mojo,omen,LZ,Recall,jett,KunaS,reyna,tiang,sova,Jindominous,omen,XybeRANGER,killjoy,Lose,NOGA
8977,27-03-21,Split,SimoN,phoenix,madvillain,jett,Sephrous,killjoy,Mojo,sage,palapapapaaa,omen,LZ,Recall,jett,XybeRANGER,killjoy,Jindominous,omen,tiang,sage,KunaS,raze,Lose,NOGA
8978,26-03-21,Bind,DxN,jett,wisa,cypher,BUTOMeister,raze,Brxndon,sova,sticky,brimstone,MANT,nomfu,reyna,1van,raze,Justa,brimstone,Riza,sova,zeeq,cypher,Win,KGM
8979,26-03-21,Icebox,Brxndon,sova,BUTOMeister,raze,sticky,sage,DxN,jett,wisa,viper,MANT,1van,sage,nomfu,jett,Riza,sova,Justa,viper,zeeq,cypher,Win,KGM
8980,26-03-21,Ascent,Cursed,jett,Kaia,cypher,reagzY,reyna,LUKACMI,sova,xHumon,omen,5HIP,KiWiE,phoenix,Riiyeeet,cypher,HoKoX,sova,markL,jett,RXFLEX,omen,Win,WULF
8981,26-03-21,Bind,reagzY,raze,LUKACMI,sova,Kaia,cypher,Cursed,jett,xHumon,brimstone,5HIP,markL,jett,HoKoX,sova,KiWiE,phoenix,Riiyeeet,cypher,RXFLEX,omen,Win,WULF
8982,26-03-21,Split,Titanium,jett,dodonut,raze,Blaize,omen,nobody,sage,HaiSaShin,cypher,ZS,suzano,jett,LeMoN,reyna,Chloettw,sage,Nine,omen,Riztivity,killjoy,Lose,THED
8983,26-03-21,Haven,dodonut,reyna,nobody,sova,Titanium,jett,HaiSaShin,cypher,Blaize,omen,ZS,suzano,jett,Riztivity,sova,Nine,omen,Chloettw,killjoy,LeMoN,raze,Lose,THED
8984,26-03-21,Bind,Deryeon,cypher,Meltings,jett,JayH,raze,Chan,sova,Shaken,brimstone,RNS,RZK,killjoy,shiba,sova,daynos,jett,germsg,omen,Chrysania,raze,Win,600
8985,26-03-21,Split,Chan,sage,Meltings,jett,Shaken,astra,JayH,raze,Deryeon,cypher,RNS,Chrysania,raze,germsg,omen,daynos,sage,shiba,breach,RZK,killjoy,Win,600
8986,26-03-21,Bind,Freyr,killjoy,Jinggg,raze,Maskon,sova,Salvestro,jett,artn,brimstone,OG,S1Eugene,cypher,Haise,raze,RedKoh,skye,bryce,astra,joshh,sova,Lose,LVR
8987,26-03-21,Haven,Jinggg,raze,Freyr,killjoy,Salvestro,omen,Maskon,sova,artn,skye,OG,joshh,sova,S1Eugene,killjoy,RedKoh,reyna,Haise,jett,bryce,astra,Lose,LVR
8988,26-03-21,Split,Absolute,raze,Metchin,cypher,azm1,omen,aleks,reyna,cyd0v,sage,RUNN,d4v41,jett,Tommy,sage,mindfreak,omen,Benkai,cypher,f0rsakeN,raze,Win,PRX
8989,26-03-21,Bind,Metchin,cypher,Absolute,raze,azm1,omen,cyd0v,sova,aleks,reyna,RUNN,f0rsakeN,raze,d4v41,skye,mindfreak,omen,Tommy,sova,Benkai,cypher,Win,PRX
8990,26-03-21,Bind,DxN,jett,Brxndon,sova,BUTOMeister,raze,sticky,brimstone,wisa,cypher,MANT,Señor Garen,brimstone,Rinny,skye,Sappy,breach,doXx,phoenix,T3rr0r1z3,killjoy,Lose,TEAM
8991,26-03-21,Bind,AiShou,jett,ZenS,sova,skye,brimstone,jarpiX,reyna,Legend,cypher,XIAO,SimoN,raze,madvillain,jett,palapapapaaa,sova,Mojo,omen,Sephrous,killjoy,Win,LZ
8992,26-03-21,Split,AiShou,jett,ZenS,raze,jarpiX,breach,skye,astra,Legend,killjoy,XIAO,madvillain,jett,Sephrous,killjoy,SimoN,phoenix,Mojo,sage,palapapapaaa,omen,Win,LZ
8993,26-03-21,Split,JayH,raze,Chan,sage,Deryeon,cypher,Meltings,jett,Shaken,astra,RNS,reveF,jett,RushB,killjoy,Subway,raze,n0mad,omen,Transcend,breach,Lose,UDG
8994,26-03-21,Ascent,patrick,breach,Keiiro,killjoy,TuliTuli,sova,Firee,omen,Bryansy,jett,THIR,Chrysania,raze,RZK,killjoy,daynos,jett,germsg,omen,shiba,sova,Win,600
8995,26-03-21,Haven,FocusedCorgi,raze,Qwary,killjoy,YiN,omen,Dezi,jett,LexiefieD,sova,THIR,madvillain,jett,SimoN,raze,palapapapaaa,sova,Mojo,omen,Sephrous,cypher,Win,LZ
8996,26-03-21,Bind,Titanium,jett,HaiSaShin,cypher,dodonut,raze,Blaize,omen,nobody,sova,ZS,OPtimistic,jett,zXBz,astra,Cozyy,raze,Aurelle,breach,f0ss1ck,cypher,Lose,EXPL
8997,04-04-21,Split,Kadoom,jett,aLerT,sage,PinOcchiOs,breach,b3ta,omen,notxd,cypher,SP,sScary,astra,Sushiboys,killjoy,foxz,sage,Patiphan,raze,Crws,breach,Lose,X10C
8998,04-04-21,Haven,aLerT,sova,Kadoom,jett,notxd,cypher,PinOcchiOs,breach,b3ta,omen,SP,Patiphan,jett,Sushiboys,killjoy,foxz,sova,sScary,astra,Crws,breach,Win,X10C
8999,04-04-21,Ascent,notxd,cypher,Kadoom,jett,aLerT,sova,PinOcchiOs,breach,b3ta,omen,SP,foxz,sova,Patiphan,jett,Crws,skye,Sushiboys,killjoy,sScary,astra,Win,X10C
9000,04-04-21,Bind,notxd,killjoy,PinOcchiOs,phoenix,b3ta,omen,aLerT,sova,Kadoom,raze,SP,sScary,brimstone,foxz,sova,Patiphan,raze,Sushiboys,cypher,Crws,breach,Win,X10C
9001,26-03-21,Ascent,Jinggg,raze,artn,brimstone,Salvestro,jett,Freyr,killjoy,Maskon,sova,OG,adukaaaa,jett,jayde,cypher,subbey,sova,Click,omen,bbalto0o,raze,Lose,TODAK
9002,03-04-21,Bind,SuperBusS,phoenix,ChAlalala,killjoy,LAMMYSNAX,sova,JohnOlsen,raze,Zelyn,brimstone,NG.B,b3ta,omen,PinOcchiOs,phoenix,Kadoom,raze,aLerT,sova,notxd,killjoy,Win,SP
9003,03-04-21,Split,Zelyn,sage,LAMMYSNAX,skye,ChAlalala,killjoy,SuperBusS,omen,JohnOlsen,raze,NG.B,notxd,cypher,PinOcchiOs,breach,Kadoom,jett,b3ta,omen,aLerT,sage,Win,SP
9004,03-04-21,Ascent,Jdaii,reyna,AloNeFillz,sova,THEE,killjoy,newgen,jett,BOOMBURAPA,omen,EX-F,Sushiboys,killjoy,foxz,sova,Crws,skye,sScary,astra,Zeus,jett,Win,X10C
9005,03-04-21,Haven,THEE,cypher,Jdaii,reyna,newgen,jett,AloNeFillz,sova,BOOMBURAPA,omen,EX-F,Zeus,jett,Crws,breach,foxz,sova,sScary,astra,Sushiboys,killjoy,Win,X10C
9006,03-04-21,Bind,CC,raze,Laz,phoenix,Raigard,astra,CHADO,cypher,CAS,sova,ARC,ChAlalala,killjoy,SuperBusS,phoenix,LAMMYSNAX,sova,JohnOlsen,raze,Zelyn,brimstone,Win,NG.B
9007,03-04-21,Ascent,CHADO,killjoy,Laz,reyna,Raigard,astra,CAS,sova,CC,jett,ARC,LAMMYSNAX,sova,SuperBusS,phoenix,ChAlalala,cypher,JohnOlsen,jett,Zelyn,omen,Win,NG.B
9008,02-04-21,Ascent,wannafly,jett,JinNy,breach,Superduper,killjoy,kongared,omen,Acetics,sova,FXG,Jdaii,reyna,newgen,jett,BOOMBURAPA,omen,THEE,killjoy,AloNeFillz,sova,Win,EX-F
9009,02-04-21,Haven,wannafly,jett,kongared,omen,Superduper,killjoy,JinNy,breach,Acetics,sova,FXG,newgen,jett,Jdaii,reyna,AloNeFillz,sova,BOOMBURAPA,omen,THEE,cypher,Win,EX-F
9010,02-04-21,Ascent,JaoTae,jett,w1zard,sova,Deku,omen,Niino,breach,BLACKHEART,killjoy,SDG,Patiphan,jett,sScary,omen,Sushiboys,killjoy,foxz,sova,Crws,breach,Win,X10C
9011,02-04-21,Haven,w1zard,sova,JaoTae,jett,Deku,omen,Niino,breach,BLACKHEART,killjoy,SDG,foxz,sova,sScary,omen,Crws,breach,Patiphan,jett,Sushiboys,killjoy,Win,X10C
9012,28-03-21,Haven,wannafly,jett,Superduper,killjoy,kongared,omen,Acetics,sova,JinNy,breach,FXG,Kadoom,jett,PinOcchiOs,breach,b3ta,omen,aLerT,sova,notxd,cypher,Win,SP
9013,28-03-21,Icebox,wannafly,raze,Superduper,killjoy,Acetics,sova,JinNy,sage,kongared,viper,FXG,Kadoom,jett,aLerT,sova,b3ta,omen,notxd,killjoy,PinOcchiOs,skye,Win,SP
9014,28-03-21,Bind,THEE,cypher,newgen,raze,AloNeFillz,sova,Jdaii,reyna,BOOMBURAPA,omen,EX-F,wannafly,raze,Acetics,sova,kongared,brimstone,Superduper,killjoy,JinNy,breach,Win,FXG
9015,03-04-21,Haven,JJxGOD,omen,eDok,jett,Artexscerato,reyna,jazper,sova,safe,cypher,2RED,aLerT,sova,notxd,cypher,b3ta,omen,Kadoom,jett,PinOcchiOs,breach,Win,SP
9016,03-04-21,Split,JJxGOD,omen,jazper,sage,safe,cypher,eDok,jett,Artexscerato,breach,2RED,Kadoom,jett,PinOcchiOs,breach,aLerT,sage,b3ta,omen,notxd,cypher,Win,SP
9017,28-03-21,Split,Raigard,omen,Laz,raze,CHADO,killjoy,CC,jett,CAS,sage,ARC,AloNeFillz,skye,newgen,raze,THEE,killjoy,BOOMBURAPA,omen,Jdaii,sage,Win,EX-F
9018,27-03-21,Split,wannafly,jett,kongared,omen,Superduper,killjoy,Acetics,raze,JinNy,sage,FXG,som,raze,56ismysize,omen,Kromex,cypher,pedio,reyna,Xsy,sage,Lose,QC
9019,27-03-21,Split,JaoTae,jett,w1zard,sage,BLACKHEART,killjoy,Deku,omen,Niino,breach,SDG,Actually,raze,Jewy,omen,glongtak,sage,ziipt,killjoy,Voyd,breach,Lose,KONT
9020,27-03-21,Haven,Laz,reyna,CC,jett,Raigard,omen,CHADO,cypher,CAS,sova,ARC,Delend,sova,Wildlife,omen,Revo,jett,RUDETHA,cypher,Racha,breach,Lose,RETI
9021,27-03-21,Bind,JaoTae,jett,w1zard,sova,Deku,brimstone,Niino,skye,BLACKHEART,viper,SDG,wannafly,raze,Acetics,sova,kongared,brimstone,Superduper,cypher,JinNy,breach,Win,FXG
9022,02-04-21,Bind,Mikasa,jett,YungEn,sova,Link,killjoy,yolow,omen,ra1nYu,raze,SSW,Rainy,raze,ZmjjKK,jett,YuAnger,brimstone,Iyo,cypher,Kant,sova,Win,CBT
9023,02-04-21,Ascent,ra1nYu,raze,Mikasa,jett,YungEn,sova,yolow,omen,Link,killjoy,SSW,ZmjjKK,raze,Iyo,killjoy,YuAnger,omen,Rainy,skye,Kant,sova,Win,CBT
9024,02-04-21,Ascent,trinity,jett,Senhoachic,killjoy,Tin,phoenix,Sing,omen,FLoydQ,sova,AEEC,berLIN,raze,W1nner,jett,PPDBJ,omen,cedrik,sova,PAULTATO,killjoy,Win,KPC
9025,02-04-21,Split,trinity,reyna,Tin,breach,Senhoachic,killjoy,Sing,astra,FLoydQ,jett,AEEC,W1nner,jett,berLIN,raze,PAULTATO,killjoy,cedrik,breach,PPDBJ,omen,Win,KPC
9026,02-04-21,Ascent,YRSelect,killjoy,Physecks,omen,yzaK,raze,Axilus,reyna,Kiuuuu,sova,LT,Mao,phoenix,bibiwater,killjoy,Amenhola,astra,SecreT,jett,kevinzone,sova,Lose,FA
9027,02-04-21,Split,yzaK,raze,YRSelect,killjoy,Physecks,omen,Kiuuuu,sage,Axilus,reyna,LT,kevinzone,jett,bibiwater,raze,Mao,breach,SecreT,sage,Amenhola,omen,Lose,FA
9028,02-04-21,Haven,Aclx,omen,maO,reyna,popoman4Q,jett,Paxton,sage,FF1sh,cypher,LP,SiuFatBB,raze,Hukz,killjoy,Ace,jett,Fung3,omen,Krzysiek,sova,Win,GFN
9029,02-04-21,Bind,Aclx,omen,maO,sova,Paxton,sage,popoman4Q,jett,FF1sh,cypher,LP,Ace,jett,SiuFatBB,raze,Fung3,brimstone,Hukz,killjoy,Krzysiek,sova,Win,GFN
9030,28-03-21,Bind,ShinRaForce,raze,C8Jason,sova,Niccccccc,jett,Merciless,breach,Abao,omen,WOLF,yzaK,raze,Physecks,omen,Kiuuuu,sova,YRSelect,cypher,Axilus,phoenix,Win,LT
9031,28-03-21,Ascent,Normzy,sova,Chrisjrdb,omen,ronin,killjoy,Degreat,reyna,fortherave,jett,KJC,bibiwater,killjoy,kevinzone,sova,Mao,phoenix,Amenhola,astra,WrathSoul,jett,Win,FA
9032,28-03-21,Ascent,Kuro,phoenix,R1an,jett,n0aH,astra,Flypig,sova,MoJito,breach,LE,ZmjjKK,raze,Rainy,skye,Iyo,killjoy,Kant,sova,YuAnger,omen,Win,CBT
9033,28-03-21,Bind,W4DJJ,omen,MumiDerGo,raze,E2TH3R,cypher,Guan,phoenix,Killthedog,skye,TIAN,Mikasa,jett,YungEn,sova,ra1nYu,raze,Link,killjoy,yolow,omen,Win,SSW
9034,28-03-21,Split,XiAoGu,raze,the Taiwan dude,viper,Yoyo,jett,Fong,omen,Twitchzlytw,killjoy,AT,FLoydQ,jett,trinity,raze,Sing,astra,Tin,breach,coco1,killjoy,Win,AEEC
9035,27-03-21,Bind,aLerT,sova,notxd,killjoy,b3ta,omen,Kadoom,raze,PinOcchiOs,phoenix,SP,Jdaii,reyna,newgen,raze,BOOMBURAPA,omen,THEE,cypher,AloNeFillz,sova,Lose,EX-F
9036,24-03-21,Icebox,Skyy,jett,Lmszin,sage,leakk0,raze,Murilin nppr,omen,Rtxis,sova,BOMP,Sacy,sova,frz,jett,gtnJESUS,raze,sutecas,omen,saadhak,sage,Win,VKS
9037,24-03-21,Haven,Lmszin,raze,leakk0,reyna,Rtxis,sova,Skyy,jett,Murilin nppr,omen,BOMP,gtnJESUS,raze,saadhak,cypher,sutecas,omen,Sacy,sova,frz,phoenix,Win,VKS
9038,27-03-21,Split,BOOMBURAPA,omen,Jdaii,sage,AloNeFillz,skye,THEE,killjoy,newgen,raze,EX-F,PTC,jett,warwick,raze,astr0,omen,Witz,killjoy,khanbigd,breach,Lose,MITH
9039,20-04-21,Haven,peekpeekpeek,jett,Noisy,sova,zHk,cypher,Jerry,omen,isch97,breach,5RS,Nh0zKon,sova,Roy,jett,Sozi,omen,BMV,cypher,Loko,skye,Win,SBTC
9040,20-04-21,Icebox,peekpeekpeek,sage,Jerry,jett,zHk,brimstone,isch97,killjoy,Noisy,sova,5RS,Roy,jett,Sozi,viper,Nh0zKon,sova,Loko,skye,BMV,sage,Win,SBTC
9041,25-04-21,Icebox,Nhatthong2k,raze,MoefX,jett,Slowz,sova,Uniq,sage,cuppycake,omen,FEAR,beo,jett,K1LLERS,raze,Sentinal,sova,Onecuber,sage,f1cio,omen,Lose,NHG
9042,25-04-21,Ascent,MoefX,jett,Slowz,sova,Nhatthong2k,raze,Uniq,killjoy,cuppycake,omen,FEAR,beo,jett,K1LLERS,raze,Sentinal,sova,Onecuber,cypher,f1cio,omen,Lose,NHG
9043,24-04-21,Icebox,MoefX,jett,Nhatthong2k,raze,Slowz,sova,Uniq,sage,cuppycake,omen,FEAR,d0rf,sova,crazyguy,reyna,Redneval,raze,P1nA2k4,sage,nTK,omen,Lose,SYG
9044,24-04-21,Ascent,MoefX,jett,Slowz,sova,Nhatthong2k,raze,cuppycake,omen,Uniq,killjoy,FEAR,crazyguy,jett,Redneval,sova,nTK,omen,P1nA2k4,breach,d0rf,killjoy,Lose,SYG
9045,24-04-21,Haven,Daicute,jett,Kishi,phoenix,Akashi,sova,Lok1,omen,Suka,killjoy,CES,beo,jett,K1LLERS,raze,Sentinal,sova,f1cio,omen,Onecuber,killjoy,Win,NHG
9046,24-04-21,Icebox,Kishi,raze,Daicute,reyna,Lok1,omen,Suka,sage,Akashi,sova,CES,K1LLERS,jett,Sentinal,sova,beo,raze,f1cio,omen,Onecuber,sage,Lose,NHG
9047,24-04-21,Bind,Daicute,reyna,Lok1,omen,Akashi,sova,Kishi,raze,Suka,killjoy,CES,K1LLERS,raze,Sentinal,sova,Onecuber,cypher,beo,jett,f1cio,omen,Lose,NHG
9048,24-04-21,Icebox,Nizzy,jett,RealB,omen,Koo,raze,Mowff,sova,ducT,sage,EGO,crazyguy,reyna,Redneval,raze,d0rf,sova,nTK,omen,P1nA2k4,sage,Win,SYG
9049,24-04-21,Ascent,Koo,killjoy,ducT,phoenix,Mowff,sova,Nizzy,jett,RealB,omen,EGO,Redneval,raze,d0rf,killjoy,P1nA2k4,reyna,nTK,omen,crazyguy,sova,Lose,SYG
9050,24-04-21,Split,Nizzy,jett,Mowff,killjoy,Koo,raze,RealB,omen,ducT,phoenix,EGO,crazyguy,reyna,d0rf,killjoy,Redneval,raze,P1nA2k4,breach,nTK,omen,Win,SYG
9051,24-04-21,Bind,JohnnyP,sage,Vizzz,skye,Slowz,sova,Acerola,raze,BOSS,astra,YMG,Suka,killjoy,Kishi,raze,Daicute,jett,Lok1,omen,Akashi,sova,Win,CES
9052,24-04-21,Split,BOSS,astra,Slowz,killjoy,JohnnyP,sage,Acerola,raze,Vizzz,skye,YMG,Kishi,raze,Suka,killjoy,Lok1,omen,Daicute,sage,Akashi,breach,Lose,CES
9053,24-04-21,Haven,Vizzz,skye,JohnnyP,sova,Slowz,cypher,Acerola,phoenix,BOSS,astra,YMG,Daicute,jett,Lok1,omen,Kishi,phoenix,Suka,killjoy,Akashi,sova,Win,CES
9054,23-04-21,Bind,Onecuber,cypher,beo,jett,K1LLERS,raze,f1cio,omen,Sentinal,sova,NHG,Redneval,raze,crazyguy,sova,d0rf,cypher,P1nA2k4,breach,nTK,brimstone,Win,SYG
9055,23-04-21,Icebox,beo,jett,K1LLERS,raze,Onecuber,sage,f1cio,omen,Sentinal,sova,NHG,d0rf,killjoy,Redneval,sova,crazyguy,jett,P1nA2k4,sage,nTK,viper,Lose,SYG
9056,23-04-21,Ascent,beo,raze,K1LLERS,jett,Onecuber,cypher,Sentinal,sova,f1cio,omen,NHG,crazyguy,raze,nTK,astra,d0rf,killjoy,P1nA2k4,breach,Redneval,sova,Lose,SYG
9057,23-04-21,Ascent,Nhatthong2k,raze,Slowz,sova,MoefX,jett,Uniq,killjoy,cuppycake,omen,FEAR,Hyzee,killjoy,FOG,raze,YESicaN,sage,Acerola,astra,ATTACKER1,sova,Lose,DXG
9058,23-04-21,Haven,Nhatthong2k,raze,MoefX,jett,Uniq,killjoy,Slowz,sova,cuppycake,omen,FEAR,FOG,jett,YESicaN,reyna,ATTACKER1,sova,Acerola,omen,Hyzee,cypher,Lose,DXG
9059,23-04-21,Ascent,Nizzy,jett,ducT,phoenix,Koo,killjoy,Mowff,sova,RealB,omen,EGO,Roy,jett,Sozi,astra,Nh0zKon,sova,Loko,skye,BMV,killjoy,Lose,SBTC
9060,23-04-21,Haven,Nizzy,jett,Koo,cypher,RealB,omen,Mowff,sova,ducT,phoenix,EGO,Roy,jett,Sozi,omen,Nh0zKon,sova,Loko,skye,BMV,cypher,Lose,SBTC
9061,25-04-21,Split,Slowz,sage,Uniq,killjoy,Nhatthong2k,raze,cuppycake,omen,MoefX,jett,FEAR,Kishi,raze,Daicute,sage,Akashi,breach,Lok1,omen,Suka,killjoy,Win,CES
9062,25-04-21,Haven,Slowz,sova,Nhatthong2k,raze,Uniq,killjoy,cuppycake,omen,MoefX,jett,FEAR,Daicute,jett,Akashi,sova,Kishi,phoenix,Suka,killjoy,Lok1,omen,Win,CES
9063,25-04-21,Bind,Nhatthong2k,raze,MoefX,jett,Uniq,killjoy,cuppycake,omen,Slowz,sova,FEAR,Kishi,raze,Daicute,reyna,Lok1,omen,Akashi,sova,Suka,killjoy,Win,CES
9064,24-04-21,Ascent,MoefX,jett,cuppycake,omen,Slowz,killjoy,Nhatthong2k,raze,Uniq,killjoy,FEAR,Acerola,raze,Vizzz,skye,BOSS,astra,Slowz,killjoy,JohnnyP,sova,Win,YMG
9065,24-04-21,Bind,Slowz,sova,Nhatthong2k,raze,Uniq,killjoy,cuppycake,omen,MoefX,jett,FEAR,Acerola,reyna,JohnnyP,raze,BOSS,astra,Vizzz,skye,Slowz,sova,Lose,YMG
9066,24-04-21,Haven,Nhatthong2k,raze,cuppycake,omen,Slowz,killjoy,MoefX,jett,Uniq,killjoy,FEAR,JohnnyP,sova,BOSS,astra,Slowz,killjoy,Acerola,jett,Vizzz,skye,Lose,YMG
9067,22-04-21,Bind,Jerry,jett,zHk,brimstone,pe4rl,sage,isch97,raze,Noisy,sova,5RS,MoefX,jett,Nhatthong2k,raze,cuppycake,reyna,Slowz,sova,Uniq,brimstone,Win,FEAR
9068,22-04-21,Ascent,zHk,omen,Noisy,sova,Jerry,jett,pe4rl,sage,isch97,raze,5RS,MoefX,jett,Slowz,sova,Uniq,killjoy,Nhatthong2k,raze,cuppycake,omen,Win,FEAR
9069,22-04-21,Split,MaTryXs,jett,tozz,reyna,gv,sage,Lewin,omen,meodayngu,killjoy,KANTIC,FOG,raze,Hyzee,sage,gin,jett,Acerola,astra,ATTACKER1,killjoy,Win,DXG
9070,22-04-21,Ascent,meodayngu,killjoy,MaTryXs,jett,tozz,phoenix,gv,sova,Lewin,omen,KANTIC,FOG,raze,ATTACKER1,sova,Hyzee,killjoy,Acerola,astra,gin,jett,Win,DXG
9071,22-04-21,Ascent,EnsEns,jett,PyPyy,reyna,CHiDORi,sova,Lizxotl,omen,Omelette,killjoy,TIA,Nizzy,reyna,Koo,raze,ducT,jett,RealB,astra,Mowff,skye,Win,EGO
9072,22-04-21,Bind,PyPyy,raze,EnsEns,jett,Omelette,killjoy,Lizxotl,brimstone,CHiDORi,sova,TIA,RealB,raze,ducT,brimstone,Mowff,sova,Nizzy,skye,Koo,jett,Win,EGO
9073,22-04-21,Ascent,JohnCun,sage,alyaL,omen,tinggg2k5,skye,Ch1ckenBell,sova,XeRatNhanh,killjoy,FU,BMV,killjoy,Loko,skye,Roy,jett,Nh0zKon,sova,Sozi,astra,Win,SBTC
9074,22-04-21,Haven,alyaL,jett,Ch1ckenBell,sova,JohnCun,sage,tinggg2k5,skye,XeRatNhanh,omen,FU,Roy,jett,Sozi,omen,BMV,cypher,Nh0zKon,sova,Loko,skye,Win,SBTC
9075,21-04-21,Haven,beo,jett,K1LLERS,phoenix,Onecuber,killjoy,Sentinal,sova,f1cio,omen,NHG,Acerola,astra,Hyzee,cypher,FOG,jett,ATTACKER1,sova,YESicaN,sage,Lose,DXG
9076,21-04-21,Bind,Sentinal,sova,beo,jett,Onecuber,cypher,K1LLERS,raze,f1cio,omen,NHG,FOG,raze,YESicaN,sage,ATTACKER1,sova,Acerola,astra,Hyzee,cypher,Lose,DXG
9077,21-04-21,Haven,Daicute,jett,Lok1,omen,Kishi,phoenix,Suka,killjoy,Akashi,sova,CES,Nizzy,jett,Mowff,sova,Koo,cypher,ducT,breach,RealB,omen,Lose,EGO
9078,21-04-21,Split,Kishi,raze,Daicute,sage,Suka,killjoy,Akashi,breach,Lok1,omen,CES,Nizzy,jett,RealB,omen,Mowff,killjoy,ducT,breach,Koo,raze,Lose,EGO
9079,21-04-21,Ascent,Roy,jett,Nh0zKon,sova,Sozi,astra,Loko,skye,BMV,killjoy,SBTC,crazyguy,raze,Redneval,sova,P1nA2k4,breach,d0rf,killjoy,nTK,astra,Lose,SYG
9080,21-04-21,Bind,Roy,jett,Nh0zKon,sova,BMV,sage,Sozi,astra,Loko,skye,SBTC,crazyguy,sova,nTK,brimstone,Redneval,raze,d0rf,cypher,P1nA2k4,breach,Win,SYG
9081,21-04-21,Icebox,Roy,jett,Sozi,viper,Loko,skye,Nh0zKon,sova,BMV,sage,SBTC,crazyguy,jett,d0rf,killjoy,P1nA2k4,sage,nTK,omen,Redneval,sova,Win,SYG
9082,20-04-21,Ascent,BOSS,astra,JohnnyP,sova,Acerola,raze,Vizzz,skye,Slowz,killjoy,YMG,JohnCun,killjoy,alyaL,jett,Ch1ckenBell,sova,tinggg2k5,phoenix,XeRatNhanh,astra,Lose,FU
9083,20-04-21,Bind,Slowz,sova,Acerola,raze,BOSS,astra,JohnnyP,sage,Vizzz,skye,YMG,JohnCun,killjoy,Ch1ckenBell,sova,alyaL,omen,tinggg2k5,jett,XeRatNhanh,breach,Win,FU
9084,20-04-21,Haven,JohnnyP,sova,Acerola,phoenix,Vizzz,skye,BOSS,astra,Slowz,cypher,YMG,tinggg2k5,jett,XeRatNhanh,reyna,Ch1ckenBell,sova,JohnCun,killjoy,alyaL,omen,Lose,FU
9085,20-04-21,Ascent,Daicute,jett,Lok1,omen,Suka,killjoy,Kishi,phoenix,Akashi,sova,CES,Lewin,omen,MaTryXs,jett,gv,sova,tozz,phoenix,meodayngu,killjoy,Lose,KANTIC
9086,20-04-21,Bind,Daicute,reyna,Kishi,raze,Suka,killjoy,Lok1,omen,Akashi,sova,CES,tozz,phoenix,MaTryXs,jett,meodayngu,killjoy,Lewin,omen,gv,sova,Lose,KANTIC
